60, 14, 25, 0, 0, 12, 22, 0
61, 21, 34, 0, 0, 11, 25, 0
62, 16, 2, 0, 0, 3, 33, 0
63, 27, 31, 0, 0, 3, 34, 0
64, 16, 16, 0, 0, 3, 35, 0
65, 7, 13, 0, 0, 3, 38, 0
66, 31, 11, 0, 0, 3, 36, 0
67, 11, 31, 0, 0, 1, 30, 0
68, 16, 28, 0, 0, 1, 31, 0
69, 31, 27, 0, 0, 1, 32, 0
70, 9, 24, 0, 0, 9, 33, 0
71, 23, 36, 0, 0, 9, 33, 0
72, 30, 2, 0, 0, 9, 34, 0
73, 21, 11, 0, 0, 9, 37, 0
74, 8, 15, 0, 0, 8, 33, 0
75, 3, 29, 0, 0, 8, 34, 0
76, 8, 34, 0, 0, 8, 35, 0
77, 33, 10, 0, 0, 8, 35, 0
78, 28, 37, 0, 0, 8, 36, 0
79, 11, 3, 0, 0, 6, 38, 0
80, 3, 32, 0, 0, 6, 35, 0
81, 24, 10, 0, 0, 6, 36, 0
82, 3, 22, 0, 0, 6, 37, 0
83, 0, 0, 0, 0, 0, 0, 0
84, 0, 0, 0, 0, 0, 0, 0
85, 0, 0, 0, 0, 0, 0, 0
86, 0, 0, 0, 0, 0, 0, 0
87, 0, 0, 0, 0, 0, 0, 0
88, 0, 0, 0, 0, 0, 0, 0
89, 0, 0, 0, 0, 0, 0, 0
90, 0, 0, 0, 0, 0, 0, 0
91, 0, 0, 0, 0, 0, 0, 0
92, 0, 0, 0, 0, 0, 0, 0
93, 0, 0, 0, 0, 0, 0, 0
94, 0, 0, 0, 0, 0, 0, 0
95, 0, 0, 0, 0, 0, 0, 0
96, 0, 0, 0, 0, 0, 0, 0
97, 0, 0, 0, 0, 0, 0, 0
98, 0, 0, 0, 0, 0, 0, 0
99, 0, 0, 0, 0, 0, 0, 0
100, 44, 64, 0, 0, 0, 42, 0
101, 68, 64, 0, 0, 0, 42, 0
102, 67, 64, 0, 0, 0, 42, 0
103, 58, 64, 0, 0, 0, 42, 0
104, 45, 64, 0, 0, 0, 42, 0
105, 69, 64, 0, 0, 0, 42, 0
106, 55, 64, 0, 0, 0, 43, 0
107, 72, 64, 0, 0, 0, 45, 0
108, 80, 64, 0, 0, 0, 46, 0
109, 78, 64, 0, 0, 0, 47, 0
110, 52, 64, 0, 0, 0, 46, 0
111, 2, 3, 0, 0, 7, 44, 0
112, 16, 25, 117, 0, 3, 48, 0
113, 2, 2, 118, 0, 12, 49, 0
114, 39, 31, 119, 0, 1, 50, 0
115, 4, 14, 120, 0, 10, 51, 0
116, 21, 28, 121, 0, 4, 52, 0
117, 16, 25, 0, 112, 3, 54, 0
118, 2, 2, 0, 113, 12, 54, 0
119, 39, 31, 0, 114, 1, 54, 0
120, 4, 14, 0, 115, 10, 53, 0
121, 21, 28, 0, 116, 4, 55, 0
122, 8, 34, 0, 0, 13, 43, 0
123, 15, 38, 0, 0, 13, 56, 0
124, 6, 22, 0, 0, 13, 57, 0
125, 36, 18, 0, 0, 13, 44, 0
126, 38, 8, 0, 0, 13, 58, 0
127, 22, 26, 0, 0, 15, 53, 0
128, 7, 36, 0, 0, 13, 61, 0
129, 9, 37, 0, 0, 13, 61, 0
130, 8, 37, 0, 0, 13, 61, 0
131, 6, 10, 0, 0, 13, 58, 0
132, 34, 10, 0, 0, 14, 58, 0
133, 37, 38, 0, 0, 14, 62, 0
134, 212, 64, 0, 0, 0, 63, 0
135, 213, 64, 0, 0, 0, 63, 0
136, 214, 64, 0, 0, 0, 63, 0
137, 215, 64, 0, 0, 0, 63, 0
138, 5, 24, 0, 0, 9, 109, 0
139, 19, 29, 0, 0, 9, 110, 0
140, 2, 13, 0, 0, 9, 111, 0
141, 3, 4, 0, 0, 9, 112, 0
142, 10, 28, 0, 0, 9, 113, 0
143, 19, 3, 0, 144, 9, 114, 0
144, 19, 3, 143, 0, 9, 43, 0
145, 15, 17, 0, 0, 3, 109, 0
146, 17, 3, 0, 0, 3, 115, 0
147, 9, 2, 0, 0, 3, 116, 0
148, 27, 30, 0, 0, 3, 117, 0
149, 34, 32, 0, 0, 3, 118, 0
150, 8, 10, 0, 0, 3, 119, 0
151, 37, 17, 0, 0, 3, 120, 0
152, 35, 14, 0, 0, 3, 121, 0
153, 0, 0, 0, 0, 0, 1, 33
154, 0, 0, 0, 0, 0, 1, 33
155, 0, 0, 0, 0, 0, 1, 33
156, 0, 0, 0, 0, 0, 1, 33
157, 0, 0, 0, 0, 0, 1, 33
158, 0, 0, 0, 0, 0, 1, 33
159, 0, 0, 0, 0, 0, 1, 33
160, 0, 0, 0, 0, 0, 1, 33
161, 0, 0, 0, 0, 0, 1, 33
162, 0, 0, 0, 0, 0, 1, 33
163, 0, 0, 0, 0, 0, 1, 33
164, 0, 0, 0, 0, 0, 12, 32
165, 0, 0, 0, 0, 0, 1, 27
166, 0, 0, 0, 0, 0, 1, 27
167, 0, 0, 0, 0, 0, 1, 11
168, 0, 0, 0, 0, 0, 1, 27
169, 0, 0, 0, 0, 0, 1, 37
170, 0, 0, 0, 0, 0, 1, 37
171, 0, 0, 0, 0, 0, 1, 37
172, 0, 0, 0, 0, 0, 1, 37
173, 0, 0, 0, 0, 0, 1, 27
174, 0, 0, 0, 0, 0, 1, 33
175, 0, 0, 0, 0, 0, 1, 33
176, 0, 0, 0, 0, 0, 1, 33
177, 0, 0, 0, 0, 0, 1, 33
178, 0, 0, 0, 0, 0, 1, 33
179, 0, 0, 0, 0, 0, 1, 33
180, 0, 0, 0, 0, 0, 10, 23
181, 0, 0, 0, 0, 0, 0, 0
182, 0, 0, 0, 0, 0, 9, 46
183, 0, 0, 0, 0, 0, 17, 28
184, 0, 0, 0, 0, 0, 5, 46
185, 0, 0, 0, 0, 0, 12, 40
186, 0, 0, 0, 0, 0, 15, 37
187, 0, 0, 0, 0, 0, 9, 47
188, 0, 0, 0, 0, 0, 2, 18
189, 0, 0, 0, 0, 0, 7, 47
190, 0, 0, 0, 0, 0, 6, 28
191, 0, 0, 0, 0, 0, 16, 36
192, 0, 0, 0, 0, 0, 17, 5
193, 0, 0, 0, 0, 0, 7, 24
194, 0, 0, 0, 0, 0, 2, 10
195, 0, 0, 0, 0, 0, 2, 20
196, 0, 0, 0, 0, 0, 14, 18
197, 0, 0, 0, 0, 0, 18, 30
198, 0, 0, 0, 0, 0, 16, 29
199, 0, 0, 0, 0, 0, 15, 47
200, 5, 26, 0, 0, 13, 2, 88
201, 2, 20, 0, 0, 13, 3, 64
202, 14, 16, 0, 0, 13, 4, 54
203, 22, 30, 0, 0, 13, 5, 84
204, 35, 21, 0, 0, 13, 6, 74
205, 17, 4, 0, 0, 13, 7, 64
206, 10, 12, 0, 0, 13, 8, 54
207, 2, 10, 0, 0, 13, 9, 99
208, 12, 3, 0, 0, 13, 18, 80
209, 10, 8, 0, 0, 13, 16, 90
210, 27, 18, 0, 0, 14, 95, 100
211, 36, 29, 0, 0, 14, 96, 75
212, 12, 28, 0, 0, 14, 98, 80
213, 14, 34, 0, 0, 14, 98, 80
214, 8, 38, 0, 0, 14, 98, 80
215, 10, 27, 0, 0, 14, 98, 80
216, 26, 26, 0, 0, 14, 95, 100
217, 26, 21, 0, 0, 15, 108, 80
218, 29, 26, 0, 0, 15, 108, 80
219, 26, 30, 0, 0, 15, 108, 80
220, 20, 21, 0, 0, 15, 108, 80
221, 38, 28, 0, 0, 15, 99, 75
222, 24, 22, 0, 0, 15, 99, 75
223, 33, 4, 0, 0, 15, 94, 77
224, 20, 10, 0, 0, 15, 103, 99
225, 6, 14, 0, 0, 15, 105, 90
226, 4, 15, 0, 0, 15, 105, 95
227, 8, 14, 0, 0, 15, 105, 95
228, 10, 14, 0, 0, 15, 105, 95
229, 6, 3, 0, 0, 15, 93, 65
230, 5, 2, 0, 0, 15, 93, 65
231, 4, 2, 0, 0, 15, 93, 65
232, 12, 2, 0, 0, 16, 98, 120
233, 10, 4, 0, 0, 16, 98, 120
234, 24, 14, 0, 0, 16, 104, 99
235, 20, 2, 0, 0, 16, 104, 99
236, 39, 6, 0, 0, 16, 106, 75
237, 24, 38, 0, 0, 16, 101, 150
238, 10, 30, 0, 0, 16, 101, 150
239, 9, 14, 0, 0, 16, 107, 130
240, 32, 40, 0, 0, 16, 107, 130
241, 16, 12, 0, 0, 16, 107, 130
242, 10, 20, 0, 0, 16, 106, 80
243, 28, 23, 0, 0, 16, 102, 110
244, 36, 22, 0, 0, 16, 102, 110
245, 38, 30, 0, 0, 16, 102, 110
246, 26, 14, 0, 0, 16, 101, 150
247, 8, 28, 0, 0, 16, 101, 150
248, 18, 26, 0, 0, 16, 103, 60
249, 24, 32, 0, 0, 16, 100, 200
250, 35, 28, 0, 0, 16, 100, 200
251, 0, 0, 0, 0, 0, 31, 34
252, 0, 0, 0, 0, 0, 31, 34
253, 0, 0, 0, 0, 0, 31, 34
254, 0, 0, 0, 0, 0, 31, 34
255, 47, 9, 0, 0, 16, 41, 255
